,city,state
19203,Secor,Illinois
19204,Ocotillo,California
19205,Lawndale,North Carolina
19206,Cuevitas,Texas
19207,Berlin,Georgia
19208,Morning Glory,Texas
19209,Pavilion,New York
19210,Marshall,Indiana
19211,Allenwood,Pennsylvania
19212,Prinsburg,Minnesota
19213,Colp,Illinois
19214,Thoreau,New Mexico
19215,Aniwa,Wisconsin
19216,Galien,Michigan
19217,Iron City,Tennessee
19218,Columbus,Illinois
19219,Rembert,South Carolina
19220,Register,Georgia
19221,Mahopac,New York
19222,Dannebrog,Nebraska
19223,Lattimer,Pennsylvania
19224,Olivet,Kansas
19225,Steuben,New York
19226,Lewistown,Ohio
19227,Forest Hill Village,Montana
19228,Indianola,Illinois
19229,Buckner,Missouri
19230,Logan Creek,Nevada
19231,Piffard,New York
19232,Taylor,North Dakota
19233,Yolo,California
19234,Oak Ridge,Louisiana
19235,Vineland,Minnesota
19236,Osborn,Missouri
19237,Rosemont,Maryland
19238,Robinson,Pennsylvania
19239,Graingers,North Carolina
19240,Winona,Texas
19241,Ray,Alabama
19242,Carpio,North Dakota
19243,Ringo,Kansas
19244,Vail,Pennsylvania
19245,Oilton,Oklahoma
19246,Montverde,Florida
19247,Notre Dame,Indiana
19248,Nelson,Minnesota
19249,Capitola,Florida
19250,Friendship,Maryland
19251,Texarkana,Texas
19252,Dupont City,West Virginia
19253,Sparta,Kentucky
19254,Anderson,South Dakota
19255,Crouse,North Carolina
19256,Midland Park,New Jersey
19257,Scooba,Mississippi
19258,Rosedale,Mississippi
19259,Granada,Minnesota
19260,Harmon,Illinois
19261,Crows Landing,California
19262,Oak Creek Canyon,Arizona
19263,Kevil,Kentucky
19264,Chackbay,Louisiana
19265,Mark,Illinois
19266,Lincoln,New York
19267,Deville,Louisiana
19268,White Cliffs,New Mexico
19269,Hartford,Illinois
19270,Douglas,Georgia
19271,Crystal Bay,Nevada
19272,Inez,Texas
19273,Hunting Valley,Ohio
19274,Vermont,Illinois
19275,Johnsonburg,Pennsylvania
19276,Literberry,Illinois
19277,Leighton,Alabama
19278,Petros,Tennessee
19279,Jasper,Oregon
19280,Clallam Bay,Washington
19281,Christoval,Texas
19282,Mingoville,Pennsylvania
19283,Labadieville,Louisiana
19284,Gibson,North Carolina
19285,Cadiz,Indiana
19286,New Sarpy,Louisiana
19287,South Boardman,Michigan
19288,Carlisle,Oklahoma
19289,Jerome,Arizona
19290,Troy Grove,Illinois
19291,Denning,New York
19292,Floriston,California
19293,Garberville,California
19294,Huckabay,Texas
19295,Fairmont,Oklahoma
19296,Wanamie,Pennsylvania
19297,Franklin,Georgia
19298,Godfrey,Georgia
19299,Kirkpatrick,Oregon
19300,Glen Ridge,Florida
19301,Waynesfield,Ohio
19302,San Felipe,Texas
19303,Waterflow,New Mexico
19304,Christine,North Dakota
19305,Watkins,Iowa
19306,Humptulips,Washington
19307,Pilgrim,Michigan
19308,Hepzibah,West Virginia
19309,Meacham,Oregon
19310,Leeds,Utah
19311,Cowiche,Washington
19312,Maple City,Michigan
19313,Chicopee,Kansas
19314,Atkinson Mills,Pennsylvania
19315,Prairiewood Village,South Dakota
19316,Bigler,Pennsylvania
19317,Stilesville,Indiana
19318,Grant Town,West Virginia
19319,Paloma,Illinois
19320,Woodlawn,North Carolina
19321,Tillson,New York
19322,Santa Rosa,Texas
19323,Elizabeth,Minnesota
19324,Potlicker Flats,Pennsylvania
19325,Rand,West Virginia
19326,Lexington,Alabama
19327,Atwood,Colorado
19328,Reedsville,Wisconsin
19329,Marley,Illinois
19330,Mattoon,Wisconsin
19331,Covelo,California
19332,Riverside,Texas
19333,Manchester,California
19334,Susan Moore,Alabama
19335,Lobo Canyon,New Mexico
19336,Beaver Meadows,Pennsylvania
19337,Ravenna,Texas
19338,Western,New York
19339,Oneida,Pennsylvania
19340,Montaqua,Montana
19341,McClenney Tract,California
19342,North Courtland,Alabama
19343,Mount Carmel,Florida
19344,Chelan Falls,Washington
19345,Armorel,Arkansas
19346,Portsmouth,Ohio
19347,Senecaville,Ohio
19348,Brownsville,Kentucky
19349,New Ashford,Massachusetts
19350,Holloway,Ohio
19351,Goose Creek,Kentucky
19352,Hornellsville,New York
19353,St. Augustine,Illinois
19354,Wagon Mound,New Mexico
19355,Chickamaw Beach,Minnesota
19356,Rackerby,California
19357,Gibson Flats,Montana
19358,Helena,South Carolina
19359,Wilburton Number Two,Pennsylvania
19360,Sinclairville,New York
19361,Harriman,New York
19362,Bristol,Texas
19363,Tularosa,New Mexico
19364,Finesville,New Jersey
19365,East Alliance,Ohio
19366,Deer Creek,Indiana
19367,Portage Des Sioux,Missouri
19368,Ore City,Texas
19369,Short,Oklahoma
19370,Waterloo,Oregon
19371,Glencoe,Louisiana
19372,Golinda,Texas
19373,Pilger,Nebraska
19374,South Philipsburg,Pennsylvania
19375,South Weldon,North Carolina
19376,Hope,New Mexico
19377,Blomkest,Minnesota
19378,Rockport,Washington
19379,Sundance,Wyoming
19380,Herrings,New York
19381,St. Marks,Kansas
19382,Boulder,Montana
19383,Higbee,Missouri
19384,Pratt,West Virginia
19385,Ocean Beach,New York
19386,St. Rose,Illinois
19387,Chilhowee,Missouri
19388,East New Market,Maryland
19389,Rockwell Place,Texas
19390,Corriganville,Maryland
19391,Fort Dix,New Jersey
19392,Grand Ridge,Illinois
19393,Randolph,Kansas
19394,Southwest Ranches,Florida
19395,South Seaville,New Jersey
19396,La Luz,New Mexico
19397,Edgar Springs,Missouri
19398,Trumansburg,New York
19399,Honor,Michigan
19400,Clifton,Idaho
19401,Twin Groves,Arkansas
19402,Redding Center,Connecticut
19403,Bear Lake,Pennsylvania
19404,Laton,California
19405,Sierra Ridge,Colorado
19406,Marin City,California
19407,Mount Enterprise,Texas
19408,Collegeville,Indiana
19409,Everton,Arkansas
19410,Gosnold,Massachusetts
19411,Spring Hill,Minnesota
19412,Gray Summit,Missouri
19413,Virgil,Illinois
19414,Eureka,Michigan
19415,Mound,Texas
19416,Cusseta,Alabama
19417,Vinita Terrace,Missouri
19418,Hancock,New Hampshire
19419,Muir Beach,California
19420,Lanare,California
19421,Wheelersburg,Ohio
19422,Richfield,Nebraska
19423,Pilot Grove,Missouri
19424,Amistad,Texas
19425,Owaneco,Illinois
19426,Summers,Arkansas
19427,Lincoln Park,Georgia
19428,Freetown,New York
19429,Great Falls Crossing,Virginia
19430,Cheshire,Oregon
19431,Williamstown,West Virginia
19432,Padre Ranchitos,Arizona
19433,Hamilton,Indiana
19434,Creekside,Pennsylvania
19435,Belle Vernon,Pennsylvania
19436,Marlboro,New Jersey
19437,Nanticoke,New York
19438,Fox,Montana
19439,Chloride,Arizona
19440,Millers Lake,Michigan
19441,Buckland,Ohio
19442,Robinson Mill,California
19443,La Crosse,Indiana
19444,Ina,Illinois
19445,Smithland,Iowa
19446,Oswego,South Carolina
19447,Shelby,Indiana
19448,Hollyvilla,Kentucky
19449,Coatsburg,Illinois
19450,Slatedale,Pennsylvania
19451,Stirling City,California
19452,Litchfield,California
19453,Salisbury Center,New York
19454,Herman,Nebraska
19455,Dyckesville,Wisconsin
19456,Lazy Y U,Arizona
19457,Kingston Mines,Illinois
19458,Laguna Heights,Texas
19459,Brookhurst,Wyoming
19460,Friesville,Pennsylvania
19461,Westminster,Texas
19462,Wilson,Oklahoma
19463,McCammon,Idaho
19464,Kremlin,Oklahoma
19465,Laporte,Colorado
19466,Richardton,North Dakota
19467,Lecompte,Louisiana
19468,Henrietta,Missouri
19469,Centropolis,Kansas
19470,Simsboro,Louisiana
19471,Cosby,Missouri
19472,Delmont,New Jersey
19473,La Fargeville,New York
19474,North Carrollton,Mississippi
19475,Oak Beach,New York
19476,Silver Creek,Nebraska
19477,Longview,Illinois
19478,Halbur,Iowa
19479,Sidell,Illinois
19480,Rockland,Idaho
19481,Cedar Hill Lakes,Missouri
19482,Central Bridge,New York
19483,Shaniko,Oregon
19484,Mooreton,North Dakota
19485,Dodge City,Alabama
19486,Tonyville,California
19487,Rantoul,Kansas
19488,Tribbey,Oklahoma
19489,Leggett,California
19490,Golf,Florida
19491,Elwood,Utah
19492,Bridge Creek,Oklahoma
19493,Dewey,Illinois
19494,Landers,California
19495,Basin City,Washington
19496,Queens Gate,Pennsylvania
19497,Timberon,New Mexico
19498,Huber Ridge,Ohio
19499,Pembroke,Virginia
19500,Brushton,New York
19501,Byesville,Ohio
19502,Northwood,Pennsylvania
19503,West Rushville,Ohio
19504,Springville,California
19505,Ironville,Kentucky
19506,Bairdstown,Ohio
19507,Stone Creek,Ohio
19508,Boomer,West Virginia
19509,Gans,Oklahoma
19510,Sylvia,Kansas
19511,Dupont,Indiana
19512,Lake Lillian,Minnesota
19513,McFarlan,North Carolina
19514,Stony Point,New York
19515,Foyil,Oklahoma
19516,Fulton,South Dakota
19517,Milledgeville,Tennessee
19518,Country Life Acres,Missouri
19519,Aroma Park,Illinois
19520,Alexander,Illinois
19521,Adelphi,Ohio
19522,Semmes,Alabama
19523,Tuolumne City,California
19524,Bellfountain,Oregon
19525,Freeburg,Missouri
19526,Derby Acres,California
19527,Mecca,Indiana
19528,Mackenzie,Missouri
19529,Odessa,Nebraska
19530,Kincora,Virginia
19531,Union Hill,Illinois
19532,Daviston,Alabama
19533,Hyde,Pennsylvania
19534,Chatfield,Ohio
19535,Gopher Flats,Oregon
19536,Lemon Grove,Florida
19537,Dover,Kentucky
19538,Kenova,West Virginia
19539,Easton,Kansas
19540,Caroline,Wisconsin
19541,La Belle,Missouri
19542,Suring,Wisconsin
19543,Reform,Alabama
19544,Corinna,Maine
19545,Alcolu,South Carolina
19546,Avoca,Nebraska
19547,Shaft,Maryland
19548,Clarks Grove,Minnesota
19549,Middleville,New York
19550,Ball,Louisiana
19551,Rancho Mesa Verde,Arizona
19552,Kylertown,Pennsylvania
19553,Naturita,Colorado
19554,Perrysville,Ohio
19555,Elm Hall,Michigan
19556,Macy,Indiana
19557,Worcester,Vermont
19558,Lafe,Arkansas
19559,Coyle,Oklahoma
19560,Bigfork,Minnesota
19561,Barclay,Maryland
19562,Elk Garden,West Virginia
19563,Newport,Ohio
19564,Galway,New York
19565,Groveland Station,New York
19566,Millwood,Georgia
19567,Glen Dale,West Virginia
19568,Keyesport,Illinois
19569,La Boca,New Mexico
19570,Union Grove,Texas
19571,Osmond,Nebraska
19572,Murphys Estates,South Carolina
19573,Limaville,Ohio
19574,Clyde,California
19575,Sharpsburg,Maryland
19576,Alma,Missouri
19577,Pinewood,South Carolina
19578,Grover,Colorado
19579,Kensett,Arkansas
19580,Old Fort,Ohio
19581,Kearney,Missouri
19582,Marshall,Oklahoma
19583,Leoma,Tennessee
19584,Dana,Illinois
19585,Yucca Grove,California
19586,Felsenthal,Arkansas
19587,Eunola,Alabama
19588,Freeman,Missouri
19589,Fairmont City,Illinois
19590,Meadowview Estates,Kentucky
19591,Karns City,Pennsylvania
19592,New Munich,Minnesota
19593,Correctionville,Iowa
19594,Elliston,Virginia
19595,Beecher City,Illinois
19596,Toppers,Oklahoma
19597,San Marine,Oregon
19598,Prescott,Arkansas
19599,Denmark,Iowa
19600,Bear Creek Village,Pennsylvania
19601,Oak Valley,Texas
19602,Elrod,North Carolina
19603,Paige,Texas
19604,Elgin,Pennsylvania
19605,Jumpertown,Mississippi
19606,Poplar Grove,Arkansas
19607,Jacona,New Mexico
19608,Madison,Maryland
19609,Crook,Colorado
19610,Dividing Creek,New Jersey
19611,Crossgate,Kentucky
19612,Hunter,Oklahoma
19613,Belle Rive,Illinois
19614,Sisquoc,California
19615,Hall,New York
19616,Progreso,Texas
19617,Vanderbilt,Pennsylvania
19618,Goodland,Indiana
19619,Gonzales,California
19620,Cross Anchor,South Carolina
19621,Lueders,Texas
19622,Parrish,Alabama
19623,La Cueva,New Mexico
19624,La Hacienda,New Mexico
19625,Montgomery,Pennsylvania
19626,Gilt Edge,Tennessee
19627,Scranton,Kansas
19628,East Butler,Pennsylvania
19629,Middle Point,Ohio
19630,Belvue,Kansas
19631,La Monte,Missouri
19632,Ivesdale,Illinois
19633,Wylandville,Pennsylvania
19634,Vienna,West Virginia
19635,New Centerville,Pennsylvania
19636,Lovelaceville,Kentucky
19637,Curtice,Ohio
19638,Corunna,Indiana
19639,Brice Prairie,Wisconsin
19640,Kenton,Delaware
19641,Parks,Louisiana
19642,Shady Grove,Oklahoma
19643,Baldwin Park,Missouri
19644,Buena,Washington
19645,Clio,South Carolina
19646,Grenora,North Dakota
19647,Chickasaw,Ohio
19648,Arapaho,Oklahoma
19649,Norwood,Louisiana
19650,Little York,Indiana
19651,Conneautville,Pennsylvania
19652,Congerville,Illinois
19653,Wentworth,Missouri
19654,Paradise Hill,Oklahoma
19655,Butlerville,Ohio
19656,Freeport,California
19657,Dix,Illinois
19658,Midway North,Texas
19659,Armington,Illinois
19660,Middlesex,New York
19661,Blue Valley,Colorado
19662,Port William,Ohio
19663,Dixie Inn,Louisiana
19664,Glendale,South Carolina
19665,Queen City,Missouri
19666,Lattimore,North Carolina
19667,Cabot,Vermont
19668,Big Spring,Maryland
19669,Fontanelle,Nebraska
19670,Youngsville,Pennsylvania
19671,Fort Thomas,Arizona
19672,Beverly,Ohio
19673,Calhoun,Kentucky
19674,Salem,Kentucky
19675,Sullivan,Ohio
19676,Vaughn,Montana
19677,Medicine Lake,Minnesota
19678,Plymptonville,Pennsylvania
19679,Lockington,Ohio
19680,North Clarendon,Vermont
19681,West Falls,Pennsylvania
19682,Caspar,California
19683,Seco Mines,Texas
19684,Townville,Pennsylvania
19685,Blenheim,New York
19686,Panama,Nebraska
19687,Bock,Minnesota
19688,Old Mill Creek,Illinois
19689,Dayton,Maryland
19690,Weott,California
19691,Lapoint,Utah
19692,Unionville,Montana
19693,Dearing,Kansas
19694,Sipsey,Alabama
19695,Sparta,New York
19696,Darrtown,Ohio
19697,Ipswich,South Dakota
19698,Pulteney,New York
19699,Keystone,South Dakota
19700,Mapleton,Illinois
19701,Cowgill,Missouri
19702,Cokesbury,South Carolina
19703,Glencoe,Ohio
19704,Wilmerding,Pennsylvania
19705,Ogden,Illinois
19706,Courtland,California
19707,Pretty Prairie,Kansas
19708,Blountsville,Alabama
19709,Mooringsport,Louisiana
19710,Hopeland,Pennsylvania
19711,Earlington,Kentucky
19712,Morgan's Point,Texas
19713,Annex,Oregon
19714,Mitchell Heights,West Virginia
19715,Glendon,Pennsylvania
19716,Independence,Utah
19717,Libertyville,Iowa
19718,Fort Meade,Maryland
19719,Twin Lakes,Minnesota
19720,Martins Creek,Pennsylvania
19721,Mount Carbon,West Virginia
19722,Grafton,Iowa
19723,Cuartelez,New Mexico
19724,Spring Mills,Pennsylvania
19725,Waverly,South Dakota
19726,Louisville,Kansas
19727,Meigs,Georgia
19728,Tunica Resorts,Mississippi
19729,Kalihiwai,Hawaii
19730,Cedar Grove,Indiana
19731,South Prairie,Washington
19732,Goodman,Wisconsin
19733,Grover,South Carolina
19734,Hillsdale,Kansas
19735,Wellsburg,New York
19736,Gilman,Montana
19737,Altheimer,Arkansas
19738,Brundidge,Alabama
19739,Stockton,Georgia
19740,Oklahoma,Pennsylvania
19741,Shoshoni,Wyoming
19742,Clarksville,Oklahoma
19743,Lake Louise,Alaska
19744,Old Ripley,Illinois
19745,Cassandra,Pennsylvania
19746,Shawnee,Ohio
19747,Brookford,North Carolina
19748,Wolcott,New York
19749,Alamo,Tennessee
19750,Hollister,Idaho
19751,Aquinnah,Massachusetts
19752,Ranchita,California
19753,Frierson,Louisiana
19754,Kite,Georgia
19755,Sheldahl,Iowa
19756,Lucasville,Ohio
19757,Rowland,North Carolina
19758,Woodland Mills,Tennessee
19759,Kenefic,Oklahoma
19760,Taylortown,North Carolina
19761,Adrian,Oregon
19762,Canoe Creek,Pennsylvania
19763,Sun River,Montana
19764,Irwindale,California
19765,Olustee,Oklahoma
19766,Tradesville,South Carolina
19767,West Newton,Massachusetts
19768,Coal Grove,Ohio
19769,Granville,North Dakota
19770,Hooppole,Illinois
19771,Chevy Chase Heights,Pennsylvania
19772,Silver Lake,Minnesota
19773,Natalbany,Louisiana
19774,Ivor,Virginia
19775,Hailesboro,New York
19776,Mannsville,New York
19777,Lindsay,Nebraska
19778,Harrah,Washington
19779,Sumner,Georgia
19780,Gould,Arkansas
19781,Dover,North Carolina
19782,Rockvale,Montana
19783,Batavia,Iowa
19784,Montandon,Pennsylvania
19785,Barnardsville,North Carolina
19786,Scotsdale,Missouri
19787,Fort Loramie,Ohio
19788,Murtaugh,Idaho
19789,Witches Woods,Connecticut
19790,Sarepta,Louisiana
19791,Buck Run,Pennsylvania
19792,Fertile,Iowa
19793,Fowler,New York
19794,Potter Valley,California
19795,Spottsville,Kentucky
19796,Newport,New Jersey
19797,Rosedale,Louisiana
19798,Ellington,New York
19799,Deer Grove,Illinois
19800,McNeil,Arkansas
19801,Springer,Oklahoma
19802,Morrisdale,Pennsylvania
19803,Newdale,Idaho
19804,Blawenburg,New Jersey
19805,Montrose,West Virginia
19806,Faith,North Carolina
19807,Sand City,California
19808,Frystown,Pennsylvania
19809,Monterey Park Tract,California
19810,Shedd,Oregon
19811,Haralson,Georgia
19812,Brogden,North Carolina
19813,Plainville,Illinois
19814,Santa Clara Pueblo,New Mexico
19815,Kensal,North Dakota
19816,Simpson,Louisiana
19817,Weston,Idaho
19818,Gouldtown,New Jersey
19819,Tutuilla,Oregon
19820,Long Lake,Wisconsin
19821,Campus,Illinois
19822,San Perlita,Texas
19823,Oak Hills,Iowa
19824,Niota,Illinois
19825,Silver Lake,Massachusetts
19826,Kanarraville,Utah
19827,Cherokee,California
19828,Nehawka,Nebraska
19829,Ridgefield,Illinois
19830,Shelby,Mississippi
19831,Great Falls,South Carolina
19832,Wilmont,Minnesota
19833,Riverdale,Nebraska
19834,Augusta,New York
19835,Rosedale,Indiana
19836,Fairmount,North Dakota
19837,Gallipolis Ferry,West Virginia
19838,Quincy,Ohio
19839,Farnham,New York
19840,Mammoth,Arizona
19841,Lake Harbor,Florida
19842,Helix,Oregon
19843,Barrville,Pennsylvania
19844,Oak Grove Village,Missouri
19845,West Portsmouth,Ohio
19846,Potters Mills,Pennsylvania
19847,Rockwood,Pennsylvania
19848,Flat Lick,Kentucky
19849,Ketron Island,Washington
19850,Cisco,Illinois
19851,Newcastle,Nebraska
19852,Nambe,New Mexico
19853,Pink Hill,North Carolina
19854,Warwick,Massachusetts
19855,Stillwater,Pennsylvania
19856,Bremond,Texas
19857,Dalzell,Illinois
19858,York,Montana
19859,Vienna Bend,Louisiana
19860,Pinckard,Alabama
19861,Halaula,Hawaii
19862,Atlantic City,Wyoming
19863,Colt,Arkansas
19864,Charenton,Louisiana
19865,Palominas,Arizona
19866,Fontana,Kansas
19867,Farwell,Pennsylvania
19868,Wever,Iowa
19869,Seatonville,Illinois
19870,Kilkenny,Minnesota
19871,Belleview,Kentucky
19872,Moshannon,Pennsylvania
19873,Kinsman,Illinois
19874,Manheim,New York
19875,Gillisonville,South Carolina
19876,Lore City,Ohio
19877,Hildale,Utah
19878,Newberry Springs,California
19879,Lott,Texas
19880,Declo,Idaho
19881,Ripplemead,Virginia
19882,Foster,Indiana
19883,Goodenow,Illinois
19884,Hebron,New York
19885,Country Club Heights,Indiana
19886,Benjamin,Utah
19887,Mount Eaton,Ohio
19888,Spencerville,Ohio
19889,Rawson,Ohio
19890,Chatom,Alabama
19891,Poso Park,California
19892,Riverside,Utah
19893,Embreeville,Tennessee
19894,Elbing,Kansas
19895,Fork,Maryland
19896,Clear Creek,California
19897,Sawyerwood,Ohio
19898,Havensville,Kansas
19899,Alda,Nebraska
19900,Bonney,Texas
19901,Hansford,West Virginia
19902,James City,Pennsylvania
19903,Deanville,Texas
19904,Ocotillo Wells,California
19905,Seaton,Illinois
19906,Beasley,Texas
19907,Placedo,Texas
19908,Keiser,Arkansas
19909,Waikane,Hawaii
19910,Mount Carmel,Indiana
19911,North Crows Nest,Indiana
19912,Lake Arthur Estates,Pennsylvania
19913,New Cambria,Kansas
19914,Comptche,California
19915,Macedonia,Alabama
19916,St. Leo,Florida
19917,Smithville,Illinois
19918,Buchanan,North Dakota
19919,Pardeesville,Pennsylvania
19920,Indian Village,Indiana
19921,West Goshen,California
19922,Brightwood,Virginia
19923,Adams Center,New York
19924,Barnes City,Iowa
19925,Winthrop,New York
19926,Crystal Rock,Ohio
19927,Parkers Settlement,Indiana
19928,Dune Acres,Indiana
19929,Snyder,Nebraska
19930,Stollings,West Virginia
19931,Gem Lake,Minnesota
19932,Wolcottville,Indiana
19933,Blooming Valley,Pennsylvania
19934,Arkwright,New York
19935,Pamplin City,Virginia
19936,La Platte,Nebraska
19937,McConnell,West Virginia
19938,Elyria,Kansas
19939,Camp Dennison,Ohio
19940,Josephville,Missouri
19941,Heflin,Louisiana
19942,Clayville,Rhode Island
19943,Valley Ford,California
19944,North Tunica,Mississippi
19945,Marion,Minnesota
19946,Springfield,New York
19947,Port Sulphur,Louisiana
19948,Campbellsburg,Indiana
19949,Palmona Park,Florida
19950,East Hampton North,New York
19951,Eastvale,Pennsylvania
19952,Napoli,New York
19953,Harmony,New York
19954,Yeagertown,Pennsylvania
19955,Sunset,Arkansas
19956,Westley,California
19957,Chama,New Mexico
19958,Peter,Utah
19959,Vadito,New Mexico
19960,Griffin,Indiana
19961,Union,Nebraska
19962,Lake Shore,Utah
19963,Putnam,New York
19964,Villanueva,New Mexico
19965,Westhampton,Massachusetts
19966,Potter,Wisconsin
19967,Atalissa,Iowa
19968,Bovina,Mississippi
19969,Harveyville,Kansas
19970,Bridgeport,Washington
19971,Troxelville,Pennsylvania
19972,Salem,South Carolina
19973,Scott,Arkansas
19974,Osgood,Ohio
19975,Gambier,Ohio
19976,Haughton,Louisiana
19977,Burbank,South Dakota
19978,Lazy Lake,Florida
19979,Mallard Bay,Oklahoma
19980,Lakeview Estates,Georgia
19981,Smithboro,Illinois
19982,Greens Landing,Pennsylvania
19983,Rowe,Massachusetts
19984,Fresno,Ohio
19985,Yemassee,South Carolina
19986,Green Valley Lake,California
19987,Lost Hills,California
19988,Proberta,California
19989,Waterfall,Virginia
19990,Callimont,Pennsylvania
19991,Indianola,California
19992,Waverly,Georgia
19993,Ackworth,Iowa
19994,Snyder,Texas
19995,Gretna,Florida
19996,Hume,Missouri
19997,Nisqually Indian Community,Washington
19998,Savannah,Ohio
19999,Daisytown,Pennsylvania
20000,Sageville,Iowa
20001,Brownsville,Ohio
20002,Boy River,Minnesota
20003,Mountain View,Wyoming
20004,Marvel,Colorado
20005,Burbank,Ohio
20006,New Albany,Pennsylvania
20007,Fairacres,New Mexico
20008,Bostic,North Carolina
20009,Movico,Alabama
20010,Horseshoe Lake,Arkansas
20011,Hartsville,New York
20012,Lingleville,Texas
20013,Perkinsville,Vermont
20014,Mount Clare,Illinois
20015,Houtzdale,Pennsylvania
20016,Bangor Base,Washington
20017,Liscomb,Iowa
20018,Letona,Arkansas
20019,Stanley,New Mexico
20020,Petersham,Massachusetts
20021,Bardolph,Illinois
20022,Arroyo Colorado Estates,Texas
20023,New Sharon,Iowa
20024,Wheeler,Mississippi
20025,Bulpitt,Illinois
20026,Doddsville,Mississippi
20027,Bear Flat,Arizona
20028,Deferiet,New York
20029,Golconda,Nevada
20030,Williamsburg,Kansas
20031,Lockport,Louisiana
20032,Gypsum,Kansas
20033,Emerson,Nebraska
20034,Goldfield,Colorado
20035,Chapmanville,West Virginia
20036,Crandall,Indiana
20037,Wortham,Missouri
20038,Toccopola,Mississippi
20039,Hatton,Alabama
20040,North San Juan,California
20041,Nikep,Maryland
20042,Landess,Indiana
20043,Donnelsville,Ohio
20044,West Cornwall,Connecticut
20045,Rangerville,Texas
20046,Sidney,Illinois
20047,Frederika,Iowa
20048,Tangipahoa,Louisiana
20049,Langley,South Carolina
20050,Lake Annette,Missouri
20051,Rome,Pennsylvania
20052,Kent,Minnesota
20053,Shongaloo,Louisiana
20054,Cobden,Minnesota
20055,Bethany,West Virginia
20056,Bluford,Illinois
20057,Garey,California
20058,Conception Junction,Missouri
20059,Vance,South Carolina
20060,Buffalo,West Virginia
20061,Jamison City,Pennsylvania
20062,Fowlerton,Indiana
20063,Mifflin,Ohio
20064,Yadkin College,North Carolina
20065,Cross Hill,South Carolina
20066,Mount Hermon,New Jersey
20067,Brashear,Missouri
20068,Lyons,Pennsylvania
20069,Tennyson,Wisconsin
20070,Reeltown,Alabama
20071,Onyx,California
20072,Midway,New Mexico
20073,Batavia,Montana
20074,Delcambre,Louisiana
20075,Cleveland,Mississippi
20076,Dunbar,Pennsylvania
20077,Washington,Massachusetts
20078,Montvale,Virginia
20079,Dodgingtown,Connecticut
20080,Lakeside,Texas
20081,Stanton,Tennessee
20082,Dry Creek,Oklahoma
20083,Rock,Michigan
20084,Central Pacolet,South Carolina
20085,Valley Springs,Arkansas
20086,Taycheedah,Wisconsin
20087,Vernon,Utah
20088,Lead Hill,Arkansas
20089,Calumet,Minnesota
20090,Proctorville,North Carolina
20091,Dawson,Iowa
20092,Mineral,Washington
20093,Downsville,Louisiana
20094,Sunizona,Arizona
20095,New Castle,Virginia
20096,Downs,Illinois
20097,Stonewall,North Carolina
20098,Zalma,Missouri
20099,Live Oak,South Carolina
20100,Princeton,Kansas
20101,Cuyama,California
20102,Aldora,Georgia
20103,Copake Hamlet,New York
20104,Holters Crossing,Pennsylvania
20105,Hooks,Texas
20106,Floyd,Arkansas
20107,Cairo,Missouri
20108,Hayneville,Alabama
20109,Bellerive Acres,Missouri
20110,Lockhart,South Carolina
20111,Thurston,Ohio
20112,Preston,Washington
20113,Ponderosa,California
20114,Caton,New York
20115,Orland,Indiana
20116,Norvelt,Pennsylvania
20117,Stockport,New York
20118,South Shore,South Dakota
20119,South Edmeston,New York
20120,Hopewell,Illinois
20121,Calamus,Iowa
20122,Stacey Street,Florida
20123,Dorothy,West Virginia
20124,Sultana,California
20125,Broadway,New Jersey
20126,Mendota,Virginia
20127,Galisteo,New Mexico
20128,Parkdale,Missouri
20129,Millard,Missouri
20130,Maud,Texas
20131,Jefferson,South Dakota
20132,Avant,Oklahoma
20133,Conway,Missouri
20134,Harrisburg,Ohio
20135,Rimini,Montana
20136,Avoca,Wisconsin
20137,Manlius,Illinois
20138,Questa,New Mexico
20139,Stinesville,Indiana
20140,Hornersville,Missouri
20141,Ossipee,North Carolina
20142,Welton,Iowa
20143,Bluewater,New Mexico
20144,Canehill,Arkansas
20145,Boligee,Alabama
20146,Creedmoor,Texas
20147,Landingville,Pennsylvania
20148,Tuscarora,New York
20149,Whites Landing,Ohio
20150,Magnolia,Iowa
20151,Le Raysville,Pennsylvania
20152,Angelus Oaks,California
20153,Acacia Villas,Florida
20154,Brucetown,Virginia
20155,Alto,Wisconsin
20156,Shady Dale,Georgia
20157,Pleasant Valley,Connecticut
20158,Farmington,California
20159,Lovingston,Virginia
20160,Mason,West Virginia
20161,Netawaka,Kansas
20162,Robeson Extension,Pennsylvania
20163,Pumpkin Center,California
20164,Leonville,Louisiana
20165,Finklea,South Carolina
20166,Otwell,Indiana
20167,Pottery Addition,Ohio
20168,Wynona,Oklahoma
20169,Olive,Oklahoma
20170,San Lucas,California
20171,New Summerfield,Texas
20172,Bastian,Virginia
20173,Ribera,New Mexico
20174,Harding,Illinois
20175,Clarkedale,Arkansas
20176,Yale,South Dakota
20177,Whiteside,Missouri
20178,Barlow,Oregon
20179,Rauchtown,Pennsylvania
20180,Pancoastburg,Ohio
20181,Olivia,Pennsylvania
20182,Colfax,Illinois
20183,Vinton,Texas
20184,Cedar,Michigan
20185,Ayr,Nebraska
20186,Sodaville,Oregon
20187,Laddonia,Missouri
20188,LaPlace,Illinois
20189,Sportsmans Park,Oregon
20190,Clitherall,Minnesota
20191,East Montpelier,Vermont
20192,Saddlebrooke,Missouri
